danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,is_hit
0.471,0.921,1.0,-3.061,1.0,0.125,0.00994,0.0,0.135,0.741,181.906,147280.0,0
0.759,0.963,10.0,-5.791,0.0,0.101,0.611,0.593,0.281,0.632,104.989,230480.0,0
0.699,0.678,11.0,-9.211,0.0,0.0413,0.251,0.701,0.516,0.362,76.835,341506.0,0
0.469,0.991,1.0,-4.097,1.0,0.0878,2e-05,0.0,0.609,0.157,102.487,237174.0,0
0.537,0.535,1.0,-7.336,0.0,0.0372,0.139,1.54e-06,0.137,0.113,129.951,166153.0,0
0.952,0.351,1.0,-14.902,1.0,0.229,0.511,0.0,0.111,0.758,118.293,149950.0,1
0.682,0.795,8.0,-6.17,0.0,0.0367,0.0297,0.0391,0.131,0.78,120.008,210853.0,0
0.437,0.574,9.0,-6.611,1.0,0.0259,0.0328,0.000376,0.102,0.271,172.031,229080.0,1
0.227,0.299,4.0,-18.538,0.0,0.0468,0.177,0.849,0.163,0.0304,171.892,263166.0,0
0.414,0.82,0.0,-8.921,1.0,0.0338,0.326,0.00625,0.483,0.468,171.437,267560.0,0
0.501,0.524,1.0,-16.007,1.0,0.0403,0.0328,0.844,0.187,0.317,80.042,117640.0,0
0.734,0.874,8.0,-3.158,1.0,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028.0,0
0.859,0.401,10.0,-11.44,0.0,0.799,0.0239,0.0,0.13,0.536,160.047,121882.0,0
0.572,0.526,0.0,-6.487,0.0,0.117,0.438,0.0,0.134,0.335,89.359,192946.0,0
0.542,0.457,11.0,-8.781,0.0,0.166,0.426,0.0,0.118,0.304,99.971,211278.0,0
0.668,0.448,1.0,-8.567,1.0,0.0285,0.638,4.1e-06,0.158,0.386,126.066,246307.0,0
0.374,0.338,0.0,-12.44,1.0,0.029,0.737,6.42e-05,0.0649,0.0953,155.965,319739.0,1
0.542,0.818,9.0,-3.994,0.0,0.03,0.0594,0.0779,0.106,0.34,124.94,262800.0,0
0.822,0.874,7.0,-8.008,1.0,0.119,0.248,1.51e-05,0.0547,0.923,148.998,292160.0,0
0.615,0.466,6.0,-9.607,0.0,0.0322,0.301,0.00382,0.249,0.428,140.071,123428.0,0
0.638,0.974,7.0,-6.194,1.0,0.0637,0.00024,0.816,0.118,0.0379,131.006,417714.0,0
0.625,0.38,7.0,-16.267,0.0,0.142,0.025,0.0,0.109,0.513,176.036,276307.0,0
0.695,0.794,2.0,-5.401,1.0,0.0344,0.0497,2.37e-06,0.169,0.689,100.187,336493.0,0
0.739,0.845,5.0,-5.93,0.0,0.0397,0.00155,0.0107,0.775,0.839,121.997,147540.0,1
0.796,0.765,11.0,-6.311,0.0,0.0746,0.00891,0.238,0.0568,0.724,119.025,165378.0,0
0.402,0.526,0.0,-10.866,1.0,0.0379,0.307,0.68,0.166,0.35,140.19,200960.0,0
0.799,0.852,2.0,-5.154,0.0,0.0959,0.109,2.89e-05,0.257,0.668,112.818,342285.0,0
0.793,0.824,2.0,-3.476,1.0,0.177,0.006,3.29e-06,0.169,0.611,98.019,199944.0,1
0.659,0.682,5.0,-5.045,1.0,0.0293,0.00992,0.0,0.159,0.664,109.022,204986.0,0
0.601,0.741,1.0,-6.174,0.0,0.0781,0.375,0.0,0.172,0.819,80.0,669309.0,0
0.545,0.818,9.0,-4.723,0.0,0.0829,0.352,7.54e-06,0.171,0.741,171.915,288640.0,0
0.298,0.382,10.0,-7.812,1.0,0.0299,0.798,9.87e-06,0.0988,0.124,125.473,241893.0,1
0.437,0.764,9.0,-9.056,1.0,0.0408,0.000794,0.00421,0.202,0.426,76.977,200539.0,1
0.763,0.756,11.0,-9.008,1.0,0.0591,0.103,0.908,0.667,0.409,119.993,488250.0,0
0.669,0.795,1.0,-4.563,1.0,0.0748,0.166,6.27e-06,0.0964,0.742,141.81,195044.0,0
0.504,0.893,0.0,-5.738,1.0,0.0501,0.00102,0.0,0.874,0.351,138.935,228413.0,0
0.802,0.952,2.0,-3.298,1.0,0.0947,0.0941,0.00472,0.126,0.27,107.977,191111.0,0
0.744,0.655,1.0,-8.834,1.0,0.046,0.0123,0.875,0.0779,0.334,140.021,181366.0,0
0.544,0.69,6.0,-5.723,0.0,0.0425,0.012,0.0095,0.0615,0.219,123.962,276146.0,1
0.689,0.914,6.0,-5.169,1.0,0.0457,0.0278,0.00593,0.101,0.63,123.029,174858.0,1
0.364,0.483,11.0,-9.852,1.0,0.0359,0.834,0.022,0.147,0.153,141.575,292307.0,0
0.541,0.964,5.0,-4.179,0.0,0.0457,3.25e-05,0.000279,0.0904,0.728,154.977,296478.0,0
0.811,0.771,8.0,-7.56,1.0,0.0407,0.0535,0.0,0.345,0.745,96.778,296000.0,0
0.324,0.457,2.0,-8.683,1.0,0.0336,0.271,2.65e-05,0.433,0.225,99.902,266640.0,0
0.567,0.904,7.0,-7.718,1.0,0.0639,0.00146,0.509,0.254,0.0399,150.029,357200.0,0
0.656,0.902,8.0,-9.453,0.0,0.0403,0.0793,0.871,0.0472,0.434,121.015,336092.0,0
0.523,0.919,0.0,-3.5,1.0,0.0419,9.41e-05,0.0,0.305,0.151,133.976,295987.0,0
0.655,0.585,3.0,-6.899,0.0,0.039,0.405,0.000802,0.108,0.571,80.021,360490.0,0
0.807,0.868,11.0,-11.866,0.0,0.0567,0.131,0.97,0.0789,0.214,129.777,368719.0,0
0.804,0.577,10.0,-14.929,1.0,0.14,0.922,0.939,0.113,0.181,79.486,150966.0,1
0.609,0.826,0.0,-6.937,1.0,0.0315,0.00848,8.98e-06,0.144,0.87,124.991,247686.0,0
0.702,0.768,10.0,-5.58,0.0,0.057,0.715,1.3e-05,0.0684,0.817,101.091,203040.0,0
0.709,0.675,5.0,-10.147,1.0,0.176,0.605,0.0,0.882,0.744,113.305,268226.0,0
0.619,0.947,7.0,-7.218,0.0,0.109,0.0753,0.000263,0.347,0.696,140.047,280032.0,0
0.702,0.715,5.0,-5.377,0.0,0.0425,0.503,2.44e-05,0.126,0.863,127.05,200013.0,1
0.598,0.938,0.0,-4.068,0.0,0.143,0.00191,0.0,0.88,0.672,110.021,233880.0,0
0.535,0.979,8.0,-3.593,1.0,0.0597,0.000666,0.0,0.084,0.432,103.996,238870.0,0
0.267,0.521,2.0,-14.037,1.0,0.0654,0.263,0.278,0.422,0.0435,84.222,195053.0,0
0.551,0.573,5.0,-7.073,1.0,0.034,0.642,0.0,0.364,0.47,147.923,172085.0,1
0.436,0.885,5.0,-3.791,0.0,0.0525,0.000107,3.9e-06,0.215,0.448,139.994,177800.0,0
0.817,0.814,1.0,-5.028,1.0,0.222,0.114,0.0,0.351,0.923,103.545,250333.0,0
0.832,0.631,5.0,-6.19,0.0,0.0736,0.585,0.000892,0.0838,0.836,125.038,208543.0,0
0.715,0.905,7.0,-6.024,0.0,0.0835,0.0383,0.00233,0.302,0.562,125.96,221058.0,0
0.505,0.201,2.0,-16.477,1.0,0.0697,0.921,0.0,0.714,0.487,83.084,250733.0,0
0.524,0.239,0.0,-11.219,0.0,0.035,0.823,0.0,0.126,0.197,171.938,134699.0,0
0.451,0.895,8.0,-4.534,1.0,0.0481,0.000674,0.00342,0.397,0.686,96.957,116986.0,0
0.17,0.878,9.0,-3.934,1.0,0.0576,0.0215,1.76e-05,0.217,0.43,174.74,195133.0,0
0.495,0.9,7.0,-2.452,1.0,0.0619,0.0849,0.0,0.332,0.472,97.929,220760.0,0
0.456,0.327,2.0,-11.721,1.0,0.0295,0.28,0.884,0.154,0.176,90.958,194597.0,0
0.604,0.966,7.0,-2.683,1.0,0.085,0.0524,0.0217,0.247,0.118,128.043,142573.0,0
0.741,0.98,9.0,-3.865,0.0,0.15,0.0455,0.0,0.325,0.632,130.016,198792.0,0
0.517,0.615,2.0,-10.977,1.0,0.0581,0.842,0.0036,0.221,0.756,100.016,208744.0,0
0.543,0.739,5.0,-4.818,0.0,0.232,0.000226,2.14e-05,0.0816,0.466,185.832,212275.0,1
0.373,0.244,2.0,-10.188,1.0,0.038,0.947,0.00389,0.0901,0.179,125.601,221714.0,0
0.573,0.457,5.0,-15.634,1.0,0.275,0.991,0.908,0.179,0.926,135.623,255500.0,0
0.681,0.598,4.0,-12.256,1.0,0.0824,0.807,0.00594,0.122,0.338,88.058,201586.0,0
0.699,0.665,2.0,-6.921,0.0,0.0483,0.0207,0.0,0.376,0.558,105.053,271330.0,1
0.791,0.768,7.0,-13.163,0.0,0.0719,0.0162,0.941,0.111,0.183,123.015,242513.0,0
0.712,0.918,2.0,-1.957,1.0,0.0722,0.35,0.0,0.109,0.83,149.897,169049.0,0
0.708,0.494,5.0,-7.496,0.0,0.0365,0.697,0.000115,0.34,0.76,142.921,163171.0,1
0.655,0.532,2.0,-6.298,1.0,0.0683,0.822,0.0,0.143,0.421,138.942,185737.0,1
0.551,0.994,1.0,-2.3,1.0,0.056,0.235,5.03e-05,0.155,0.7,135.02,495412.0,0
0.535,0.799,9.0,-4.05,1.0,0.0428,0.221,8.01e-06,0.152,0.537,114.986,238679.0,0
0.517,0.905,1.0,-5.476,1.0,0.0364,0.0189,0.887,0.0894,0.112,168.037,210141.0,0
0.703,0.774,2.0,-2.961,1.0,0.0781,0.256,0.0,0.0902,0.574,99.989,263440.0,0
0.331,0.869,1.0,-6.735,1.0,0.0879,0.00523,0.000255,0.608,0.107,123.354,83474.0,0
0.449,0.597,9.0,-4.401,0.0,0.14,0.347,1.03e-05,0.197,0.505,134.598,194777.0,1
0.769,0.691,4.0,-4.59,0.0,0.0563,0.00197,0.0,0.298,0.681,96.792,280600.0,1
0.463,0.87,5.0,-5.955,0.0,0.0473,0.00029,1.66e-06,0.701,0.26,117.945,270560.0,0
0.609,0.473,9.0,-10.499,1.0,0.0512,0.584,0.000282,0.158,0.49,160.1,208923.0,0
0.332,0.419,6.0,-10.043,0.0,0.0485,0.15,0.894,0.118,0.0598,96.186,219000.0,0
0.547,0.739,7.0,-8.943,1.0,0.0613,0.18,0.0,0.159,0.824,81.959,250200.0,0
0.725,0.685,0.0,-5.292,1.0,0.0938,0.00423,0.0,0.0552,0.612,109.952,220088.0,0
0.733,0.65,5.0,-3.539,1.0,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,209160.0,1
0.684,0.685,4.0,-4.57,0.0,0.0306,0.307,2.2e-05,0.0361,0.632,140.921,268947.0,0
0.762,0.915,1.0,-4.684,0.0,0.0821,0.462,0.0,0.0905,0.483,94.992,193611.0,0
0.568,0.258,11.0,-13.413,1.0,0.0379,0.666,0.000519,0.0937,0.0766,169.766,1287360.0,0
0.81,0.655,8.0,-6.779,0.0,0.0698,0.127,8.16e-05,0.105,0.809,150.002,193322.0,0
0.449,0.974,6.0,-6.925,1.0,0.0902,2.68e-06,0.906,0.161,0.14,113.533,321085.0,0
0.321,0.013,6.0,-28.058,0.0,0.0387,0.992,0.892,0.103,0.216,106.316,160694.0,1
0.633,0.853,8.0,-6.491,1.0,0.389,0.302,0.0,0.152,0.544,130.018,211965.0,1
0.586,0.339,4.0,-10.624,1.0,0.0449,0.668,0.0,0.127,0.279,75.008,298333.0,0
0.611,0.912,0.0,-6.775,1.0,0.0398,0.105,0.0,0.117,0.77,101.307,221040.0,0
0.549,0.545,5.0,-9.162,1.0,0.0299,0.801,0.173,0.135,0.91,127.129,211960.0,0
0.597,0.732,9.0,-9.757,1.0,0.0306,0.00301,0.783,0.17,0.722,128.992,225825.0,0
0.232,0.164,6.0,-16.952,0.0,0.0417,0.984,0.95,0.075,0.0378,131.065,308760.0,1
0.85,0.847,8.0,-3.435,0.0,0.0435,0.606,0.000159,0.33,0.915,143.975,203506.0,0
0.452,0.267,8.0,-9.081,1.0,0.0407,0.856,0.129,0.114,0.148,159.606,170493.0,0
0.556,0.774,3.0,-6.342,0.0,0.0419,0.0376,0.00315,0.0538,0.614,103.188,277973.0,0
0.816,0.733,0.0,-6.587,1.0,0.0448,0.124,0.0,0.0812,0.571,93.022,222483.0,1
0.194,0.357,11.0,-15.572,0.0,0.0563,0.395,0.85,0.284,0.104,151.715,285660.0,0
0.52,0.823,2.0,-7.069,1.0,0.0577,0.281,5.9e-06,0.125,0.317,80.035,173946.0,1
0.438,0.373,0.0,-9.769,0.0,0.0291,0.803,0.0,0.123,0.274,77.415,97050.0,1
0.71,0.713,6.0,-8.134,0.0,0.0325,0.00904,0.0477,0.171,0.804,105.006,241106.0,0
0.567,0.72,5.0,-5.428,0.0,0.229,0.0456,3.04e-06,0.167,0.436,188.128,185341.0,1
0.522,0.777,5.0,-4.047,1.0,0.0274,0.000593,0.258,0.286,0.502,97.903,222706.0,1
0.79,0.677,7.0,-5.27,1.0,0.104,0.0151,1.06e-05,0.169,0.75,160.001,239987.0,0
0.423,0.594,8.0,-8.41,1.0,0.0381,0.527,1.1e-05,0.0943,0.426,128.022,447000.0,0
0.63,0.378,3.0,-11.856,0.0,0.0925,0.407,0.0,0.129,0.39,139.586,202439.0,0
0.71,0.839,11.0,-6.57,1.0,0.072,0.00465,1.67e-06,0.324,0.604,124.007,164507.0,0
0.237,0.955,7.0,-10.673,1.0,0.0735,2.47e-06,0.9,0.336,0.322,119.673,215506.0,0
0.627,0.876,1.0,-4.857,1.0,0.0642,0.00601,0.0,0.65,0.397,97.244,195361.0,1
0.626,0.746,7.0,-7.475,1.0,0.0402,0.698,0.0,0.687,0.759,104.079,231026.0,0
0.835,0.883,11.0,-4.802,0.0,0.0697,0.00988,0.000937,0.634,0.948,126.99,249709.0,0
0.589,0.197,11.0,-8.684,1.0,0.0338,0.909,0.000144,0.0876,0.307,110.699,164566.0,0
0.377,0.172,4.0,-22.079,0.0,0.0348,0.701,0.924,0.0925,0.0425,115.019,306307.0,0
0.627,0.704,0.0,-8.415,1.0,0.0497,0.0458,0.0859,0.113,0.781,141.891,250026.0,0
0.295,0.362,9.0,-5.63,1.0,0.0276,0.599,0.0,0.106,0.221,140.641,242005.0,0
0.741,0.743,3.0,-7.22,1.0,0.039,0.103,0.000685,0.0634,0.842,101.647,225333.0,0
0.767,0.604,1.0,-10.751,1.0,0.0985,0.000988,0.262,0.103,0.277,127.995,189419.0,0
0.686,0.961,2.0,-3.363,1.0,0.222,0.138,2.34e-05,0.0918,0.636,92.021,291132.0,0
0.802,0.773,0.0,-4.361,0.0,0.0357,0.366,0.0,0.0646,0.963,125.998,204782.0,0
0.459,0.187,2.0,-15.631,1.0,0.0353,0.879,0.00488,0.126,0.379,111.829,140305.0,1
0.943,0.349,6.0,-16.615,1.0,0.15,0.893,0.000316,0.333,0.904,117.957,277787.0,0
0.747,0.387,1.0,-10.671,1.0,0.471,0.347,0.0,0.254,0.234,126.054,95680.0,1
0.575,0.627,1.0,-6.439,0.0,0.0454,0.537,3.32e-06,0.109,0.412,89.976,384549.0,0
0.584,0.601,3.0,-14.767,1.0,0.928,0.845,0.0,0.816,0.35,128.197,106000.0,0
0.48,0.366,11.0,-8.285,1.0,0.0314,0.773,0.0,0.128,0.208,147.718,232502.0,0
0.819,0.733,2.0,-6.071,1.0,0.394,0.0606,0.0,0.728,0.437,75.007,166531.0,0
0.592,0.894,11.0,-4.71,0.0,0.042,0.00358,5.32e-06,0.0721,0.642,100.026,196946.0,1
0.62,0.404,5.0,-10.284,0.0,0.0296,0.818,5.74e-05,0.184,0.548,98.036,341280.0,0
0.555,0.902,9.0,-5.825,1.0,0.333,0.211,1.46e-06,0.157,0.514,149.898,297874.0,0
0.618,0.504,11.0,-9.328,0.0,0.0319,0.496,4.73e-06,0.698,0.58,98.119,276787.0,0
0.462,0.722,1.0,-5.134,1.0,0.0306,0.0356,4.52e-06,0.127,0.327,173.941,191293.0,1
0.811,0.692,2.0,-5.905,1.0,0.0482,0.024,0.179,0.556,0.435,125.004,167041.0,0
0.246,0.219,2.0,-14.487,0.0,0.0295,0.922,0.684,0.0644,0.14,95.113,263280.0,0
0.538,0.395,0.0,-7.411,1.0,0.0305,0.557,2.14e-05,0.107,0.284,119.825,294000.0,0
0.481,0.87,5.0,-2.653,0.0,0.0971,0.0315,0.0,0.233,0.552,157.532,238587.0,0
0.361,0.445,11.0,-9.768,0.0,0.0333,0.835,0.893,0.146,0.5,99.998,295200.0,0
0.574,0.496,8.0,-7.153,0.0,0.0277,0.431,0.0,0.399,0.61,109.935,205947.0,0
0.444,0.974,5.0,-4.041,0.0,0.114,0.000119,1.64e-05,0.233,0.306,127.102,206706.0,1
0.786,0.516,3.0,-8.977,1.0,0.0448,0.846,0.0,0.167,0.797,123.788,231941.0,0
0.658,0.414,5.0,-7.704,1.0,0.0245,0.065,0.0,0.105,0.267,143.706,296360.0,0
0.589,0.398,7.0,-20.467,1.0,0.943,0.793,0.0,0.937,0.607,79.068,111084.0,0
0.86,0.556,9.0,-9.384,1.0,0.25,0.527,0.0,0.0979,0.597,109.03,195548.0,0
0.302,0.975,1.0,-7.026,1.0,0.115,0.000172,0.0491,0.333,0.122,90.509,241666.0,0
0.386,0.537,1.0,-7.111,0.0,0.0308,0.773,0.626,0.129,0.351,79.069,192000.0,0
0.522,0.264,6.0,-9.428,0.0,0.0415,0.633,4.03e-05,0.1,0.505,199.686,227017.0,0
0.721,0.805,11.0,-5.049,0.0,0.0473,0.0193,0.000107,0.342,0.711,120.009,215693.0,1
0.463,0.763,9.0,-3.543,1.0,0.0457,0.194,0.0,0.383,0.372,117.818,238481.0,0
0.821,0.867,5.0,-3.895,1.0,0.173,0.124,7.83e-06,0.289,0.713,135.11,291556.0,0
0.702,0.695,5.0,-6.794,1.0,0.0283,0.000332,0.0137,0.0752,0.382,124.995,225213.0,0
0.839,0.65,4.0,-3.38,0.0,0.212,0.666,0.0,0.126,0.7,90.015,198360.0,0
0.0713,0.00696,3.0,-39.507,1.0,0.0405,0.994,0.915,0.071,0.0977,213.848,464453.0,0
0.809,0.927,1.0,-7.488,1.0,0.188,0.00565,0.00694,0.0622,0.4,131.996,179922.0,0
0.217,0.163,0.0,-21.003,1.0,0.0337,0.458,0.797,0.0922,0.0345,106.236,195934.0,0
0.727,0.469,6.0,-8.025,1.0,0.0419,0.306,0.944,0.0811,0.591,96.996,142052.0,0
0.48,0.566,5.0,-7.179,0.0,0.0445,0.738,0.0,0.353,0.825,158.223,359001.0,0
0.714,0.609,10.0,-6.2,1.0,0.0447,0.601,0.00063,0.0345,0.4,91.817,86679.0,0
0.826,0.616,1.0,-4.729,0.0,0.137,0.435,0.00631,0.334,0.842,102.996,175884.0,1
0.543,0.516,4.0,-8.904,1.0,0.0307,0.727,4.28e-05,0.104,0.157,103.947,300098.0,0
0.834,0.598,0.0,-9.558,0.0,0.0969,0.0293,0.769,0.062,0.379,125.001,439000.0,0
0.359,0.29,4.0,-11.105,1.0,0.038,0.837,0.0,0.507,0.226,137.304,296033.0,1
0.686,0.682,1.0,-12.787,1.0,0.0352,0.0139,0.00152,0.0403,0.492,119.943,315093.0,0
0.845,0.849,8.0,-5.77,0.0,0.163,0.711,0.0,0.329,0.808,106.873,190546.0,0
0.694,0.854,10.0,-11.687,0.0,0.071,0.00208,0.929,0.134,0.905,168.028,347823.0,0
0.874,0.692,5.0,-5.28,0.0,0.043,0.0412,7.4e-05,0.324,0.938,116.02,178560.0,0
0.589,0.823,7.0,-5.847,1.0,0.0257,0.145,0.000226,0.381,0.604,95.018,223440.0,0
0.741,0.787,5.0,-6.228,1.0,0.0525,0.217,0.0179,0.0835,0.771,91.993,255680.0,0
0.782,0.72,9.0,-4.781,0.0,0.0522,0.152,0.886,0.066,0.914,121.003,257913.0,0
0.55,0.525,6.0,-5.015,1.0,0.0296,0.698,1.05e-06,0.0916,0.543,138.009,274107.0,0
0.748,0.769,7.0,-8.616,1.0,0.121,0.1,3.01e-05,0.145,0.861,97.548,183719.0,0
0.568,0.893,7.0,-10.452,1.0,0.05,0.137,0.86,0.0629,0.0377,127.964,150895.0,1
0.773,0.503,7.0,-9.737,1.0,0.13,0.167,0.0,0.0845,0.523,132.976,301640.0,0
0.767,0.631,5.0,-6.052,0.0,0.0288,0.132,1.81e-05,0.127,0.675,94.99,214613.0,1
0.9,0.465,0.0,-5.939,1.0,0.118,0.702,0.0,0.223,0.731,104.007,125904.0,1
0.795,0.16,2.0,-9.228,1.0,0.0356,0.102,1.59e-05,0.12,0.488,79.155,305040.0,0
0.732,0.966,11.0,-2.831,0.0,0.0802,0.407,0.00082,0.265,0.963,110.277,259788.0,0
0.657,0.453,9.0,-9.74,0.0,0.0587,0.312,0.0,0.0693,0.596,149.87,200188.0,0
0.548,0.529,10.0,-12.674,1.0,0.0774,0.287,0.0193,0.206,0.914,109.312,269067.0,0
0.673,0.17,9.0,-16.804,1.0,0.0408,0.867,0.648,0.108,0.593,116.655,76533.0,0
0.557,0.42,0.0,-7.551,0.0,0.0249,0.881,5.32e-05,0.0871,0.249,92.945,321774.0,0
0.764,0.726,5.0,-7.459,1.0,0.0293,0.231,0.00493,0.08,0.923,112.918,344240.0,0
0.603,0.661,0.0,-5.857,0.0,0.088,0.221,0.000303,0.0997,0.919,92.123,181046.0,1
0.557,0.459,2.0,-11.225,0.0,0.414,0.909,0.135,0.142,0.759,135.045,250208.0,0
0.605,0.749,10.0,-2.483,0.0,0.0398,0.623,0.0,0.104,0.466,149.827,221118.0,1
0.497,0.932,6.0,-4.621,1.0,0.0952,0.000147,0.0,0.11,0.482,104.932,237500.0,1
0.792,0.782,9.0,-5.201,1.0,0.0538,0.0961,0.0,0.142,0.628,92.995,296227.0,1
0.75,0.489,4.0,-9.199,1.0,0.0366,0.58,0.0,0.364,0.767,135.834,284493.0,0
0.532,0.922,9.0,-6.328,1.0,0.126,0.0167,0.0,0.0498,0.802,177.009,196640.0,0
0.716,0.709,11.0,-4.683,0.0,0.0529,0.0749,0.00261,0.182,0.434,100.059,179397.0,0
0.403,0.706,10.0,-6.046,0.0,0.355,0.676,0.0,0.46,0.27,77.224,279806.0,0
0.42,0.824,1.0,-6.579,1.0,0.046,0.000588,0.00424,0.094,0.765,137.969,163762.0,0
0.434,0.413,1.0,-13.917,1.0,0.0433,0.0937,0.834,0.0552,0.234,90.018,227077.0,0
0.597,0.887,3.0,-6.266,0.0,0.0917,0.112,0.0,0.234,0.532,125.001,220053.0,0
0.156,0.737,7.0,-5.273,0.0,0.0512,0.00393,0.000185,0.122,0.275,134.091,456906.0,0
0.728,0.563,1.0,-8.053,0.0,0.134,0.621,0.0,0.179,0.352,100.017,217707.0,1
0.522,0.74,0.0,-7.018,1.0,0.0465,0.558,0.0,0.144,0.732,92.618,278547.0,0
0.53,0.58,8.0,-5.19,0.0,0.0259,0.00795,0.0,0.182,0.25,153.961,272507.0,0
0.534,0.742,11.0,-6.674,0.0,0.0973,0.133,0.0,0.587,0.3,154.072,335000.0,0
0.668,0.874,7.0,-2.771,1.0,0.0731,0.587,0.0,0.109,0.836,107.346,177453.0,0
0.388,0.528,5.0,-7.492,1.0,0.0335,0.172,0.0,0.106,0.249,90.999,314542.0,0
0.66,0.36,4.0,-14.074,1.0,0.146,0.546,0.00111,0.0882,0.118,125.97,191039.0,0
0.889,0.466,1.0,-10.74,1.0,0.36,0.0846,7.44e-06,0.384,0.403,100.17,177067.0,1
0.563,0.902,8.0,-10.781,0.0,0.0408,0.00858,0.878,0.0756,0.0403,121.99,298335.0,1
0.549,0.882,7.0,-4.911,1.0,0.0505,0.0825,0.0,0.372,0.645,169.994,212560.0,0
0.418,0.447,4.0,-7.499,1.0,0.03,0.653,0.0,0.207,0.311,80.169,366008.0,0
0.403,0.342,10.0,-10.144,1.0,0.175,0.497,0.0,0.135,0.154,73.534,213820.0,0
0.594,0.567,0.0,-9.957,0.0,0.0384,0.139,4.9e-06,0.134,0.185,134.932,194000.0,0
0.512,0.581,7.0,-9.151,1.0,0.263,0.302,6.67e-05,0.474,0.717,77.656,112587.0,0
0.614,0.839,0.0,-4.143,1.0,0.0702,0.0291,0.0,0.112,0.657,182.123,193040.0,0
0.176,0.953,10.0,-3.418,0.0,0.314,0.000407,0.834,0.088,0.0395,80.476,444704.0,0
0.633,0.602,5.0,-9.744,0.0,0.0517,0.61,0.00203,0.0636,0.856,111.197,303517.0,0
0.409,0.482,8.0,-9.917,1.0,0.0269,0.592,0.00448,0.078,0.335,78.987,223846.0,1
0.602,0.817,9.0,-4.723,1.0,0.0414,0.321,0.0,0.0861,0.571,149.943,209600.0,0
0.605,0.649,5.0,-5.794,1.0,0.151,0.0253,0.0,0.136,0.547,126.029,150000.0,1
0.608,0.885,2.0,-4.296,0.0,0.0963,0.00258,1.33e-05,0.392,0.518,125.023,226760.0,1
0.69,0.732,3.0,-5.352,0.0,0.0497,0.0604,0.00114,0.168,0.636,107.977,178888.0,1
0.59,0.785,10.0,-4.728,1.0,0.0341,0.0172,0.000215,0.114,0.674,141.18,223520.0,0
0.856,0.391,9.0,-9.553,1.0,0.314,0.809,0.000443,0.109,0.761,96.361,137813.0,0
0.545,0.451,3.0,-9.166,0.0,0.194,0.302,0.0,0.382,0.502,115.21,244840.0,1
0.607,0.912,8.0,-3.449,1.0,0.0611,0.124,0.0,0.332,0.722,134.944,206106.0,0
0.565,0.603,9.0,-8.597,1.0,0.0329,0.324,4.87e-05,0.195,0.132,104.0,233133.0,0
0.248,0.0657,0.0,-18.973,1.0,0.0318,0.968,0.877,0.111,0.0793,91.47,225131.0,0
0.477,0.581,8.0,-8.795,1.0,0.119,0.523,0.0,0.201,0.282,129.571,139971.0,1
0.246,0.539,7.0,-6.327,1.0,0.0408,0.0104,0.000132,0.094,0.194,153.597,213463.0,1
0.454,0.229,2.0,-12.592,1.0,0.0297,0.167,0.102,0.202,0.134,73.552,290707.0,0
0.549,0.432,5.0,-10.818,1.0,0.0356,0.429,0.0046,0.203,0.128,120.862,202960.0,0
0.32,0.749,7.0,-5.137,1.0,0.0382,0.0301,0.00201,0.357,0.186,126.064,281293.0,0
0.898,0.754,7.0,-8.833,1.0,0.12,0.382,0.000257,0.109,0.918,101.924,142560.0,0
0.504,0.68,7.0,-7.437,0.0,0.0299,0.0567,4.76e-05,0.113,0.345,106.982,232640.0,0
0.254,0.61,0.0,-11.695,1.0,0.274,0.654,0.0215,0.182,0.0349,115.766,399656.0,0
0.735,0.383,0.0,-16.438,1.0,0.143,0.309,0.0,0.117,0.467,159.081,107170.0,0
0.524,0.975,7.0,-2.914,1.0,0.0629,0.000443,0.296,0.877,0.58,160.03,230520.0,1
0.79,0.961,11.0,-3.408,0.0,0.263,0.167,0.0154,0.133,0.389,125.035,336000.0,0
0.411,0.799,7.0,-5.813,0.0,0.168,0.524,0.0,0.956,0.758,91.596,268946.0,0
0.725,0.749,9.0,-5.42,0.0,0.0499,0.286,0.0,0.333,0.757,129.871,311747.0,0
0.59,0.565,9.0,-7.231,1.0,0.0484,0.348,0.0,0.109,0.0519,131.76,228653.0,1
0.481,0.985,9.0,-5.511,0.0,0.0945,0.004,0.00243,0.36,0.359,174.984,236661.0,0
0.676,0.583,4.0,-8.479,0.0,0.237,0.562,8.7e-06,0.809,0.394,173.924,88276.0,0
0.701,0.419,4.0,-9.778,1.0,0.0698,0.841,8.72e-05,0.0946,0.61,116.076,220344.0,1
0.655,0.448,0.0,-9.014,1.0,0.0575,0.41,0.000676,0.119,0.575,80.009,283954.0,0
0.7,0.764,9.0,-4.836,0.0,0.0314,0.0247,0.0,0.162,0.424,125.02,202652.0,1
0.549,0.945,1.0,-4.534,1.0,0.295,0.00636,0.0,0.106,0.453,105.3,185360.0,0
0.412,0.474,0.0,-4.69,0.0,0.0732,0.848,1.65e-05,0.108,0.471,90.541,135986.0,0
0.511,0.348,0.0,-10.044,1.0,0.0309,0.781,0.0,0.202,0.221,167.865,260146.0,0
